sp	long	lat	year	recordedByStandardized	recordNumberStandardized	source
Bomarea edulis	-96.16	17.3	1988	TORRES	12453	gbif
Bomarea edulis	-95.31666	16.35	1988	LETICIA	1037	gbif
Bomarea edulis	-95.325	16.358333	1988	DISPONIBLE		gbif
Bomarea edulis	-104.995833	21.4825	1988	GONZALEZ-FLORES		gbif
Bomarea edulis	-95.553333	16.613333	1988	TORRES		gbif
Bomarea edulis	-99.924722	19.094444	1988	FERRARI		gbif
Bomarea edulis	-104.995833	21.4825	1988	GONZALEZ-FLORES		gbif
Bomarea edulis	-104.27	19.585833	1988	FRANCISCO		gbif
Bomarea edulis	-99.924722	19.094444	1988	FERRARI		gbif
Bomarea edulis	-104.135	19.487778	1988	GUZMAN		gbif
Bomarea edulis	-100.033333	19.033333	1988	ESPEJO		gbif
Bomarea edulis	-92.796944	15.715833	1988	BACHEM		gbif
Bomarea edulis	-92.176667	15.395	1987	VENTURA		gbif
Bomarea edulis	-92.341939	15.424169	1987	VENTURA		gbif
Bomarea edulis	-39.1847	-12.0828	1987	QUEIROZ	1741	gbif
Bomarea edulis	-97.81	17.18	1987	TORRES	10055	gbif
Bomarea edulis	-96.03	17.25	1987	RIVERA	820	gbif
Bomarea edulis	-99.137778	21.2875	1987	RZEDOWSKI		gbif
Bomarea edulis	-96.03333	17.25	1987	RIVERA	840	gbif
Bomarea edulis	-103.33	20.336667	1987	CHAZARO		gbif
Bomarea edulis	-96.35	18.21	1987	CORTES	1018	gbif
Bomarea edulis	-40.601944	-19.906111	1986	PIZZIOLO	282	gbif
Bomarea edulis	-75.72	1.92	1986	STEIN	3705	gbif
Bomarea edulis	-75.716667	1.916667	1986	STEIN	3705	gbif
Bomarea edulis	-37.484	-10.4418	1986	VIANA	1582	gbif
Bomarea edulis	-96.02	17.27	1986	RAMIREZ	318	gbif
Bomarea edulis	-52.585459	-7.204003	1986	BALA©E	2551	gbif
Bomarea edulis	-85.54	10.99	1986	CHACON	2037	gbif
Bomarea edulis	-101.59	19.841667	1986	DIAZ-BARRIGA		gbif
Bomarea edulis	-103.475	20.325	1986	MACHUCA		gbif
Bomarea edulis	-96.333333	17.616667	1986	HAMMEL	15471	gbif
Bomarea edulis	-96.04	17.26	1986	RAMIREZ	422	gbif
Bomarea edulis	-105.005	21.468611	1986	TELLEZ-VALDES		gbif
Bomarea edulis	-104.916667	21.5	1986	TELLEZ		gbif
Bomarea edulis	-105.005	21.468611	1986	TELLEZ-VALDES		gbif
Bomarea edulis	-73.65	-7.483333	1986	CAMPBELL	8900	gbif
Bomarea edulis	-48.35188	-23.424021	1986	TORRES	127	gbif
Bomarea edulis	-48.35056	-23.423889	1986	TORRES	127	gbif
Bomarea edulis	-96.914444	19.230278	1985	ESPIRITU		gbif
Bomarea edulis	-96.775	19.225	1985	MEDINA		gbif
Bomarea edulis	-96.741667	18.875	1985	ACEVEDO		gbif
Bomarea edulis	-95.547222	16.281111	1985	MARTINEZ		gbif
Bomarea edulis	-94.9	16.67	1985	MARTINEZ	14292	gbif
Bomarea edulis	-104.275	19.591667	1985	VAZQUEZ		gbif
Bomarea edulis	-104.275	19.591667	1985	VAZQUEZ		gbif
Bomarea edulis	-104.275	19.591667	1985	VAZQUEZ		gbif
Bomarea edulis	-104.275	19.591667	1985	VAZQUEZ		gbif
Bomarea edulis	-74.083333	11.15	1984	GENTRY	47615	gbif
Bomarea edulis	-94.66666	16.91666	1984	HERNANDEZ	371	gbif
Bomarea edulis	-91.78	16.11	1984	ESPEJO	1173	gbif
Bomarea edulis	-99.216667	19.033333	1984	ESPEJO		gbif
Bomarea edulis	-92.303333	14.945	1984	VENTURA		gbif
Bomarea edulis	-62.06666	10.66805	1984	MILLIKEN	182	gbif
Bomarea edulis	-96.3825	15.895833	1983	DISPONIBLE		gbif
Bomarea edulis	-98.381944	18.549444	1983	GUIZAR		gbif
Bomarea edulis	-49.08	-25.5	1982	LANDRUM	4039	gbif
Bomarea edulis	-49.08	-25.5	1982	LANDRUM	4039	gbif
Bomarea edulis	-66.16666	-11.13333	1982	SOLOMON	7616	gbif
Bomarea edulis	-92.849722	17.050278	1982	CABRERA	3029	gbif
Bomarea edulis	-85.91666	12.96666	1982	MORENO	16838	gbif
Bomarea edulis	-79.36666	-0.35	1982	KVIST	40651	gbif
Bomarea edulis	-100.1825	17.451389	1982	TENORIO		gbif
Bomarea edulis	-85.9	13.1	1982	STEVENS	21839	gbif
Bomarea edulis	-69.81666	9.06666	1982	GERARDO	1314	gbif
Bomarea edulis	-86.23333	13.23333	1982	MORENO	17560	gbif
Bomarea edulis	-86.05	13.71666	1982	MORENO	19568	gbif
Bomarea edulis	-85.85	12.95	1981	MORENO	10229	gbif
Bomarea edulis	-48.6008	-8.5006	1980	PLOWMAN	8422	gbif
Bomarea edulis	-49.73	-3.6	1980	PLOWMAN	9869	gbif
Bomarea edulis	-39.083333	-12.533333	1980	CAVALO	173	gbif
Bomarea edulis	-98.686317	20.964638	1980	GONZALEZ		gbif
Bomarea edulis	-86.36666	13.11666	1980	MORENO	1382	gbif
Bomarea edulis	-98.686317	20.964638	1980	GONZALEZ		gbif
Bomarea edulis	-39.083333	-12.533333	1980	CAVALO	429	gbif
Bomarea edulis	-88.879883	17.020131	1980	WHITEFOORD	2252	gbif
Bomarea edulis	-89.03083	16.83277	1980	WHITEFOORD	2252	gbif
Bomarea edulis	-94.891667	18.325	1980	RAMIREZ		gbif
Bomarea edulis	-57.5	4	1980	LINDEMAN	455	gbif
Bomarea edulis	-86.58333	13.43333	1980	MORENO	2903	gbif
Bomarea edulis	-85.90833	15.95833	1980	SAUNDERS	744	gbif
Bomarea edulis	-76.8	1.066667	1980	THOMAS	51818	gbif
Bomarea edulis	-104.263889	19.5875	1979	ILTIS		gbif
Bomarea edulis	-91.66	16.09	1979	THOMAS	46661	gbif
Bomarea edulis	-74.9	-8.583333	1979	SCHUNKE	10903	gbif
Bomarea edulis	-69.11666	10.83333	1979	LIESNER	7891	gbif
Bomarea edulis	-104.606111	20.093333	1979	GUIZAR		gbif
Bomarea edulis	-65.3589	-10.8336	1978	ANDERSON	11849	gbif
Bomarea edulis	-88.66194	14.50305	1978	HAZLETT	2810	gbif
Bomarea edulis	-62.9	7	1978	LIESNER	5736	gbif
Bomarea edulis	-89.95666	13.86694	1977	THOMAS	42121	gbif
Bomarea edulis	-89.367778	14.398889	1977	THOMAS	42366	gbif
Bomarea edulis	-92.701389	17.143611	1977	CALZADA		gbif
Bomarea edulis	-90.691667	14.425	1976	BRECKON	2085	gbif
Bomarea edulis	-96.862222	19.540833	1976	ZOLA		gbif
Bomarea edulis	-86.38333	12.96666	1976	BOCKUS	7772	gbif
Bomarea edulis	-86.38333	12.96666	1976	NEILL	7027656	gbif
Bomarea edulis	-96.758333	19.475	1975	SOUSA		gbif
Bomarea edulis	-97.34	18.71	1975	DAVIDSE	9258	gbif
Bomarea edulis	-94.04	16.46	1975	DAVIDSE	9566	gbif
Bomarea edulis	-94.608333	17.291667	1974	VAZQUEZ		gbif
Bomarea edulis	-99.191667	23.108333	1974	GONZALEZ		gbif
Bomarea edulis	-95.191667	18.475	1974	CALZADA		gbif
Bomarea edulis	-94.623611	17.263611	1974	VAZQUEZ		gbif
Bomarea edulis	-89.293611	13.734722	1973	HERNANDEZ	106	gbif
Bomarea edulis	-99.308333	23.058333	1972	GONZALEZ		gbif
Bomarea edulis	-90.06	15.09638	1971	CONTRERAS	10907	gbif
Bomarea edulis	-95.158333	18.458333	1971	BEAMAN		gbif
Bomarea edulis	-95.858333	17.775	1971	CHAVELAS		gbif
Bomarea edulis	-90.48583	15.02777	1970	WILLIAM	3180	gbif
Bomarea edulis	-90.47555	14.51444	1970	WILLIAM	2930	gbif
Bomarea edulis	-89.116667	14.45	1970	WILLIAM	3784	gbif
Bomarea edulis	-48.6	-15.57	1968	IRWIN	19162	gbif
Bomarea edulis	-89.083333	14.466667	1968	ANTONIO	22142	gbif
Bomarea edulis	-92.908333	17.158333	1967	SHILOM		gbif
Bomarea edulis	-92.908333	17.158333	1967	SHILOM		gbif
Bomarea edulis	-97.358333	18.725	1967	MARINO		gbif
Bomarea edulis	-51.77	-12.82	1967	PHILCOX	3448	gbif
Bomarea edulis	-51.77	-12.82	1967	PHILCOX	3676	gbif
Bomarea edulis	-51.766667	-12.816667	1967	PHILCOX	3448	gbif
Bomarea edulis	-94.775	17.758333	1967	CHAVELAS		gbif
Bomarea edulis	-51.77	-12.82	1967	PHILCOX	3436	gbif
Bomarea edulis	-36.0102778	-8.3913889	2007	GOMES	425	jabot
Bomarea edulis	-43.9372222	-22.6969444	2012	MONTEIRO	218	jabot
Bomarea edulis	-53.6861111	-14.4772223	2015	MARTINELLI	18491	jabot
Bomarea edulis	-49.3286111	-24.9955555	2013	BROTTO	1474	jabot
Bomarea edulis	-53.6938889	-14.4777778	2015	MARTINELLI	18499	jabot
Bomarea edulis	-43.4833333	-21.9333333	2004	FORZZA	3003	jabot
Bomarea edulis	-42.8733334	-22.2888889	2005	PAULA	745	jabot
Bomarea edulis	-35.7558333	-8.1511111	2015	LUCENA	708	jabot
Bomarea edulis	-49.2744445	-26.3594444	2014	PELLEGRINI	425	jabot
Bomarea edulis	-47.4572222	-20.2583333	2013	FRANCENER	1294	jabot
Bomarea edulis	-67.8713889	-9.9288889	2007	BRASIL	204	jabot
Bomarea edulis	-111.2	-11.66666667	2008	SASAKI	1846	kew
Bomarea edulis	-61.91666667	-11.58333333	2007	SASAKI	1398	kew
Bomarea edulis	-74.9	-8.58	1979	SCHUNKE VIGO	10903	mobot
Bomarea edulis	-88.23	14.31	1994	DAVIDSE	35220	mobot
Bomarea edulis	-88.79	14.51	1994	DAVIDSE	35297	mobot
Bomarea edulis	-74.08	11.15	1984	GENTRY	47615	mobot
Bomarea edulis	-87.85	14.15	1993	LIESNER	26532	mobot
Bomarea edulis	-62.07	10.67	1984	MILLIKEN	182	mobot
Bomarea edulis	-86.58	13.43	1980	MORENO	2903	mobot
Bomarea edulis	-86.37	13.12	1980	MORENO	1382	mobot
Bomarea edulis	-85.85	12.95	1981	MORENO	10229	mobot
Bomarea edulis	-86.23	13.23	1982	MORENO	17560	mobot
Bomarea edulis	-79.37	-0.35	1982	KVIST	40651	mobot
Bomarea edulis	-66.17	-11.13	1982	SOLOMON	7616	mobot
Bomarea edulis	-96.03	17.25	1987	RIVERA REYES	820	mobot
Bomarea edulis	-85.41	11.03	1990	RÍOS CASTRO	70	mobot
Bomarea edulis	-96.33	17.62	1986	HAMMEL	15471	mobot
Bomarea edulis	-75.72	1.92	1984	HUFT	2383	mobot
Bomarea edulis	-85.9	13.1	1986	STEIN	3705	mobot
Bomarea edulis	-85.35	9.88	1982	MORENO	19568	mobot
Bomarea edulis	-85.42	10.99	1994	ESTRADA CHAVARRÍA	192	mobot
Bomarea edulis	-85.92	12.97	1993	LÓPEZ GUADAMUZ	91	mobot
Bomarea edulis	-68.01	-15.75	1982	MORENO	16838	mobot
Bomarea edulis	-61.85	-16.52	1995	MAMANI M.	458	mobot
Bomarea edulis	-61.84	-16.55	1995	MAMANI M.	823	mobot
Bomarea edulis	-84.63	9.88	1995	JARDIM	1938	mobot
Bomarea edulis	-61.03	-14.77	1993	SANDOVAL	1366	mobot
Bomarea edulis	-89.03	16.83	1995	GUILLÉN VILLARROEL	3389	mobot
Bomarea edulis	-90.48	14.51	1980	WHITEFOORD	2252	mobot
Bomarea edulis	-90.06	15.1	1970	HARMON	2930	mobot
Bomarea edulis	-90.69	14.43	1971	CONTRERAS	10907	mobot
Bomarea edulis	-85.54	10.99	1976	BRECKON	2085	mobot
Bomarea edulis	-85.91	15.96	1986	CHACÓN GAMBOA	2037	mobot
Bomarea edulis	-89.12	14.45	1980	SAUNDERS	744	mobot
Bomarea edulis	-88.66	14.5	1970	HARMON	3784	mobot
Bomarea edulis	-89.29	13.73	1977	CROAT	42366	mobot
Bomarea edulis	-89.96	13.87	1973	HERNÁNDEZ DE LÓPEZ	106	mobot
Bomarea edulis	-97.34	18.71	1976	BERNHARDT	4787	mobot
Bomarea edulis	-94.04	16.46	1975	DAVIDSE	9258	mobot
Bomarea edulis	-91.78	16.11	1984	VENTURA V.	374	mobot
Bomarea edulis	-79.77	0.33	1967	DUKE	13712	mobot
Bomarea edulis	-61.5	-14.54	1995	PALACIOS CUENCA	13672	mobot
Bomarea edulis	-61.5	-14.54	1996	CROAT	78496	mobot
Bomarea edulis	-60.99	-15.16	1996	VÁSQUEZ MARTÍNEZ	20845	mobot
Bomarea edulis	-56.83	4.78	1997	GUILLÉN	250	mobot
Bomarea edulis	-63.2	-17.74	1998	MILLER	9422	mobot
Bomarea edulis	-63.2	-17.74	1971	HARMON	6478	mobot
Bomarea edulis	-85.62	13.52	1975	DUNN	21947	mobot
Bomarea edulis	-89.93	13.82	2001	RUEDA	15479	mobot
Bomarea edulis	-89.93	13.82	1989	MADRIÑÁN R.	506	mobot
Bomarea edulis	-89.93	13.82	1990	SERMEÑO	231	mobot
Bomarea edulis	-89.93	13.82	1997	ÁLVAREZ M.	286	mobot
Bomarea edulis	-89.93	13.82	1996	RENDEROS	39	mobot
Bomarea edulis	-89.93	13.82	1994	GUERRERO	403	mobot
Bomarea edulis	-93.12	16.91	1995	CASTILLO		mobot
Bomarea edulis	-89.88	17.02	1995	SANDOVAL	168	mobot
Bomarea edulis	-89.88	16.99	1995	CASTILLO		mobot
Bomarea edulis	-89.98	13.82	1988	REYES-GARCÍA	879	mobot
Bomarea edulis	-89.98	13.82	1994	WALLNÖFER	9588	mobot
Bomarea edulis	-89.98	13.82	1994	WALLNÖFER	9665	mobot
Bomarea edulis	-86.38	12.97	2000	ROSALES	1547	mobot
Bomarea edulis	-86.38	12.97	2000	ROSALES	1084	mobot
Bomarea edulis	-75.22	-10.25	2000	ROSALES	1280	mobot
Bomarea edulis	-69.12	10.83	1976	NEILL	7027656	mobot
Bomarea edulis	-62.9	7	1976	BOCKUS	7772	mobot
Bomarea edulis	-76.8	1.07	2003	MONTEAGUDO MENDOZA	4910	mobot
Bomarea edulis	-54.18	-26.7	1979	LIESNER	7891	mobot
Bomarea edulis	-54.22	-26.85	1978	LIESNER	5736	mobot
Bomarea edulis	-54.21	-26.92	1980	CROAT	51818	mobot
Bomarea edulis	-65.38	-24.02	1997	MÚLGURA DE ROMERO	1876	mobot
Bomarea edulis	-54.2	-25.68	1997	MÚLGURA DE ROMERO	1824	mobot
Bomarea edulis	-93.61	16.14	2000	DEGINANI	1587	mobot
Bomarea edulis	-93.77	16.31	2000	KELLER	134	mobot
Bomarea edulis	-91.66	16.09	1992	XIFREDA	1269	mobot
Bomarea edulis	-75.44	-10.44	1983	GUAGLIANONE	1044	mobot
Bomarea edulis	-84.19	9.79	1972	SOEJARTO	3239	mobot
Bomarea edulis	-84.23	9.72	1998	MORRONE	3275	mobot
Bomarea edulis	-73.65	-7.48	1986	XIFREDA	458	mobot
Bomarea edulis	-59.65	3.3	2003	MORRONE	4380	mobot
Bomarea edulis	-64.92	-23.67	1983	FERNÁNDEZ CASAS	8562	mobot
Bomarea edulis	-64.47	-24.3	1973	SCHININI	6040	mobot
Bomarea edulis	-96.95	16.33	2003	BARBOZA	693	mobot
Bomarea edulis	-96.55	17.88	1986	FERRUCCI	524	mobot
Bomarea edulis	-98.15	19.12	1978	HUNZIKER	9942	mobot
Bomarea edulis	-98.33	20.43	1980	KRAPOVICKAS	36792	mobot
Bomarea edulis	-98.33	20.43	1982	FERNÁNDEZ CASAS	7358	mobot
Bomarea edulis	-104.97	21.5	2002	ALVARADO-CÁRDENAS	262	mobot
Bomarea edulis	-99.94	18.92	1999	MORALES QUIRÓS	6583	mobot
Bomarea edulis	-96.55	17.88	1994	FERNÁNDEZ	1375	mobot
Bomarea edulis	-96.35	17.62	1995	JANSEN-JACOBS	4459	mobot
Bomarea edulis	-95.32	16.35	1995	DEGINANI	843	mobot
Bomarea edulis	-56.46	3.15	1997	ZULOAGA	5899	mobot
Bomarea edulis	-65.66	-17	1992	HUNZIKER	12328	mobot
Bomarea edulis	-96.03	17.25	1992	HUNZIKER	12327	mobot
Bomarea edulis	-94.67	16.92	1992	HUNZIKER	12157	mobot
Bomarea edulis	-76.9	20.87	1992	CABRERA	34868	mobot
Bomarea edulis	-90.49	15.03	1988	CAMPOS VILLANUEVA	2225	mobot
Bomarea edulis	-69.82	9.07	1983	VENTURA A.	20521	mobot
Bomarea edulis	-86.65	13.3	1976	KOCH	76119	mobot
Bomarea edulis	-101.37	19.65	1970	LOT H.	1092	mobot
Bomarea edulis	-99.8	18.92	1971	WUNDERLIN	1129	mobot
Bomarea edulis	-89.7	14.1	1986	RAMÍREZ G.	397	mobot
Bomarea edulis	-89.62	13.71	1985	CORTÉS A.	37	mobot
Bomarea edulis	-101.34	20.1	1988	LÓPEZ LUNA	302	mobot
Bomarea edulis	-97.57	16.87	1988	TORRES COLÍN	1037	mobot
Bomarea edulis	-35.669233	-7.013717	2001	LORENZI	2797	splink
Bomarea edulis	-49.1304	-24.1913	1997	TOREZAN	646	splink
Bomarea edulis	-49.0939	-24.1628	1997	TOREZAN	546	splink
Bomarea edulis	-23.2759	-46.0303	2013	SOUZA	35563	splink
Bomarea edulis	-23.1347	-45.6848	2013	SOUZA	35564	splink
Bomarea edulis	-73.65	-7.4833333	1986	CAMPBELL	8900	splink
Bomarea edulis	-57.570278	-19.162278	2001	DAMASCENO	2259	splink
Bomarea edulis	-57.584639	-19.182917	2001	DAMASCENO	2272	splink
Bomarea edulis	-57.580982	-19.175359	2001	DAMASCENO	2191	splink
Bomarea edulis	-55.21553	-9.66731	2008	SASAKI	1846	splink
Bomarea edulis	-40.5148333	-15.8111667	2004	THOMAS	13631	splink
Bomarea edulis	-49.73	-3.6	1980	PLOWMAN	9869	splink
Bomarea edulis	-49.08	-25.5	1982	LANDRUM	4039	splink
Bomarea edulis	-67.63	-9.75	1995	FIGUEIREDO	594	splink
Bomarea edulis	-52.5854588	-7.2040035	1986	BALEE	2551	splink
Bomarea edulis	-45.0697	-23.4303	1976	GIBBS	3483	splink
Bomarea edulis	-36	-8.31	1994	SALES	202	splink
Bomarea edulis	-45.0697	-23.4303	1976	GIBBS	3483	splink
Bomarea edulis	-39.1847	-12.0828	1987	QUEIROZ	1741	splink
Bomarea edulis	-72.72	-8.97	1992	DALY	7387	splink
Bomarea edulis	-70.1769	-9.1303	1999	DALY	10026	splink
Bomarea edulis	-49.08	-25.5	1982	LANDRUM	4039	splink
Bomarea edulis	-48.6	-15.57	1968	IRWIN	19162	splink
Bomarea edulis	-51.77	-12.82	1967	PHILCOX	3676	splink
Bomarea edulis	-51.77	-12.82	1967	PHILCOX	3448	splink
Bomarea edulis	-51.77	-12.82	1967	PHILCOX	3436	splink
Bomarea edulis	-49.733333	-3.6	1980	PLOWMAN	9869	splink
Bomarea edulis	-46.681722	-0.915222	2009	OLIVEIRA	156	splink
Bomarea edulis	-49.801167	-25.470944	2012	ARRUDA	158	splink
Bomarea edulis	-50.723333	-24.111389	2011	ADENESKY-FILHO	166	splink
Bomarea edulis	-49.328528	-24.995583	2013	BROTTO	1474	splink
Bomarea edulis	-50.723333	-24.111389	2011	ADENESKY-FILHO	166	splink
Bomarea edulis	-49.328528	-24.995583	2013	BROTTO	1474	splink
Bomarea edulis	-49.328528	-24.995583	2013	BROTTO	1474	splink
Bomarea edulis	-49.328528	-24.995583	2013	BROTTO	1474	splink
Bomarea edulis	-49.328528	-24.995583	2013	BROTTO	1474	splink
Bomarea edulis	-50.723333	-24.111389	2011	ADENESKY-FILHO	166	splink
Bomarea edulis	-49.328528	-24.995583	2013	BROTTO	1474	splink
Bomarea edulis	-49.328528	-24.995583	2013	BROTTO	1474	splink
Bomarea edulis	-62.903808	-9.272381	2015	MEDEIROS	1606	splink
Bomarea edulis	-35.0218	-6.1615	2006	OLIVEIRA	1722	splink
Bomarea edulis	-36.0583	-9.0097	2011	ALVES-SILVA	952	splink
Bomarea edulis	-36.2541	-9.152215	2013	LYRA-LEMOS	13696	splink
Bomarea edulis	-36.251156	-9.143042	2014	CORREIA	146	splink
Bomarea edulis	-36.430715	-9.255929	2014	NUSBAUMER	4165	splink
Bomarea edulis	-41.473056	-20.364722	2012	ZORZANELLI	344	splink
Bomarea edulis	-37	-8.5	2006	BOCAGE	1198	splink
Bomarea edulis	-37.001667	-8.434167	2006	BOCAGE	73426	splink
Bomarea edulis	-35.675	-8.401389	2011	JOSINALDO	513	splink
Bomarea edulis	-36	-8.31	1994	SALES	294	splink
Bomarea edulis	-36	-8.31	1994	RODAL	225	splink
Bomarea edulis	-36	-8.31	1994	SALES	202	splink
Bomarea edulis	-35.816667	-8.2	1995	OLIVEIRA	98	splink
Bomarea edulis	-36	-8.31	1995	OLIVEIRA	64	splink
Bomarea edulis	-36.78844444	-9.006583333	2003	SIQUEIRA-FILHO	1356	splink
Bomarea edulis	-36.90466667	-8.946027778	2000	CABRAL	141	splink
Bomarea edulis	-35.84394444	-8.381944444	2007	SOBRAL-LEITE	442	splink
Bomarea edulis	-37.4175	-10.03527778	2006	AMORIM	5	splink
Bomarea edulis	-36.01044444	-8.391583333	2007	GOMES	425	splink
Bomarea edulis	-36.04305556	-8.448055556	2009	SOBRAL-LEITE	958	splink
Bomarea edulis	-37.36111111	-10.73916667	2006	SCHMIDT	253	splink
Bomarea edulis	-37.34486111	-10.75644444	2007	LUCENA	1819	splink
Bomarea edulis	-38.05411111	-7.823805556	2015	LUCENA	667	splink
Bomarea edulis	-35.98558333	-8.358777778	2015	LUCENA	715	splink
Bomarea edulis	-35.75569444	-8.151027778	2015	LUCENA	708	splink
Bomarea edulis	-40.85	-5.083333	2001	SOBRINHO	4	splink
Bomarea edulis	-38.980917	-4.258889	2008	GOMES	1271	splink
Bomarea edulis	-40.97275	-3.676361	2011	GONZALEZ	9	splink
Bomarea edulis	-40.898056	-3.838056	2012	LOIOLA	1548	splink
Bomarea edulis	-40.898056	-3.838056	2012	LOIOLA	1591	splink
Bomarea edulis	-41.456111	-4.521111	2012	LOIOLA	1748	splink
Bomarea edulis	-40.940833	-3.838333	2014	LOIOLA	2274	splink
Bomarea edulis	-47.997778	-5.874444	2003	SALLES	2827	splink
Bomarea edulis	-68.693833	-9.146889	2006	LOMBARDI	6318	splink
Bomarea edulis	-46.935778	-23.230444	2007	LOMBARDI	7059	splink
Bomarea edulis	-58.308861	-16.361333	2010	MORAIS	285	splink
Bomarea edulis	-58.305	-16.359333	2011	MORAIS	445	splink
Bomarea edulis	-44.368472	-21.57325	2015	COSTA	389	splink
Bomarea edulis	-49.0194445	-26.7241667	2013	FUNEZ	2176	splink
Bomarea edulis	-51.9169445	-27.1375	2011	MEYER	76	splink
Bomarea edulis	-49.2833333	-26.3744445	2010	VERDI	5774	splink
Bomarea edulis	-49.3138889	-26.3311111	2010	VERDI	5823	splink
Bomarea edulis	-48.5080556	-27.4511111	2010	KORTE	5597	splink
Bomarea edulis	-49.0497222	-27.54	2010	STIVAL-SANTOS	1554	splink
Bomarea edulis	-53.2358333	-26.9975	2009	VERDI	1756	splink
Bomarea edulis	-52.0647222	-27.2238889	2008	GASPER	1967	splink
Bomarea edulis	-49.0494444	-27.6302778	2010	STIVAL-SANTOS	1617	splink
Bomarea edulis	-51.3894444	-27.1355555	2008	GASPER	1935	splink
Bomarea edulis	-51.5261111	-27.32	2008	VERDI	994	splink
Bomarea edulis	-48.5369444	-26.2980555	2007	STIVAL-SANTOS	650	splink
Bomarea edulis	-49.2286111	-26.0988889	2008	DREVECK	138	splink
Bomarea edulis	-50.7233334	-24.1113889	2011	ADENESKY-FILHO	166	splink
Bomarea edulis	-49.2855555	-26.3544444	2016	SCHWIRKOWSKI	2109	splink
Bomarea edulis	-48.5919444	-26.7947222	2017	FUNEZ	6019	splink
Bomarea edulis	-49.1872222	-26.9236111	2017	FUNEZ	6521	splink
Bomarea edulis	-49.0369444	-26.7733334	2017	FUNEZ	6603	splink
Bomarea edulis	-40.698028	-4.054889	2013	SANTOS		splink
Bomarea edulis	-36.785	-9.001666667	2008	MARCONDES	3478	splink
Bomarea edulis	-36.785	-9.001666667	2008	MARCONDES	3644	splink
Bomarea edulis	-40.11233333	-10.47528056	2007	SANTO	62	splink
Bomarea edulis	-47.880278	-18.151389	2005	RIZZO	28052	splink
Bomarea edulis	-49.119444	-16.571139	2005	FONSECA	29476	splink
Bomarea edulis	-55.918889	-9.584167	2007	SASAKI	1398	splink
Bomarea edulis	-56.77	-9.358333	2012	SOARES	875232	splink
Bomarea edulis	-56.77	-9.358333	2012	SOARES	875232	splink
Bomarea edulis	-56.783056	-9.346944	2012	SOARES	985252	splink
Bomarea edulis	-56.783056	-9.346944	2012	SOARES	985252	splink
Bomarea edulis	-50.189278	-29.871167	2014	VALDUGA	566	splink
Bomarea edulis	-35.691389	-6.963333	1999	BARBOSA	1842	splink
Bomarea edulis	-35.023558	-6.374122	2005	LOURENCO	71	splink
Bomarea edulis	-37.116667	-7.833333	2008	GADELHA	2324	splink
Bomarea edulis	-36	-8	2008	GADELHA	2349	splink
Bomarea edulis	-35.553611	-7.630833	2010	PONTES	594	splink
Bomarea edulis	-36.430556	-9.254167	2011	ARAUJO	1824	splink
Bomarea edulis	-36.430556	-9.254444	2012	AMORIM	1628	splink
Bomarea edulis	-36.430715	-9.255929	2014	NUSBAUMER	4165	splink
Bomarea edulis	-48.744167	-23.533611	2007	SANTOS	17	splink
Bomarea edulis	-45.058333	-23.541667	2007	ZIPPARRO	2282	splink
Bomarea edulis	-45.280556	-22.53	2014	GONCALVES	319	splink
Bomarea edulis	-50.189167	-29.871111	2014	VALDUGA	566	splink
Bomarea edulis	-39.083333	-12.533333	1980	CAVALO	429	splink
Bomarea edulis	-39.083333	-12.533333	1980	CAVALO	173	splink
Bomarea edulis	-38.983333	-12.5	2012	GOMES	1198	splink
Bomarea edulis	-48.141667	-12.033889	2015	LABIAK	5972	splink
Bomarea edulis	-40.506389	-11.169722	2011	ROQUE	3015	splink
Bomarea edulis	-68.6569	-9.0656	2006	LOMBARDI	6318	splink
Bomarea edulis	-45.064912	-23.435126	2006	RAMOS	102	splink
Bomarea edulis	-48.35056	-23.423889	1986	TORRES	127	splink
Bomarea edulis	-46.875453	-22.440495	2009	GOMES	803	splink
Bomarea edulis	-39.599806	-13.189306	2014	SILVA	456	splink
Bomarea edulis	-37.484	-10.4418	2010	CARREGOSA	89	splink
Bomarea edulis	-38.0605	-7.5018	1999	SILVA	47	splink
Bomarea edulis	-37.4175	-10.035278	2006	AMORIM	5	splink
Bomarea edulis	-38.11	-10.423	2010	FERREIRA	121	splink
Bomarea edulis	-37.1854	-10.4529	2010	MONTEIRO	81	splink
Bomarea edulis	-37.39	-10.5502	2010	SANTOS	286	splink
Bomarea edulis	-37.39	-10.5502	2010	SANTOS	343	splink
Bomarea edulis	-37.177778	-10.737083	2012	GOMES	767	splink
Bomarea edulis	-37.1011	-10.4823	2012	PRATA	3293	splink
Bomarea edulis	-37.1011	-10.4823	2012	GOMES	741	splink
Bomarea edulis	-37.734222	-11.033225	2012	FARIAS	360	splink
Bomarea edulis	-38.225611	-11.058972	2013	FARIAS	383	splink
Bomarea edulis	-37.146	-10.842222	2013	SANTANA	107	splink
Bomarea edulis	-37.101389	-10.513333	2013	SANTANA	191	splink
Bomarea edulis	-37.4329	-11.0408	2015	FARIAS	582	splink
Bomarea edulis	-37.484	-10.4418	1986	VIANA	1582	splink
Bomarea edulis	-35.993889	-8.040278	2006	COSTA	56	splink
Bomarea edulis	-37.87	-9.981944	2006	COSTA	107	splink
Bomarea edulis	-37.253	-10.4107	2007	NASCIMENTO	103	splink
Bomarea edulis	-48.900994	-23.967625	2000	PRATA	1130	splink
